sample,event,species,type,lab,contamination,plastic-composite,length_mm,girth_mm,gapetosnout_mm,vmo_mm,hmo_mm,weight_g,gut_g,stomach_fullness_index,heart_g,liver_g,condition,total_plastic_particles,black,blue,red,yellow,colourless,fragment_film_bead,fibre_rod,length0-100um,length_101-200um,length_201-300,length_301-400um,length_401-500,length_501-5000,pvc,pet,pa,pe,pest,pest-mix,pma,pnma,eva,pur,pp,other
13NOG03,13,NOG,dig,Hardy301,extreme,plastic,240,129,16.05,23.79,25.25,129.2,10.662,2,0.1,0.275,0.934606481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13NOG03,13,NOG,dig,Hardy301,conservative,plastic,240,129,16.05,23.79,25.25,129.2,10.662,2,0.1,0.275,0.934606481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13NOG03,13,NOG,dig,Hardy301,original,composite,240,129,16.05,23.79,25.25,129.2,10.662,2,0.1,0.275,0.934606481,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13NOG03,13,NOG,dig,Hardy301,extreme,composite,240,129,16.05,23.79,25.25,129.2,10.662,2,0.1,0.275,0.934606481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13NOG03,13,NOG,dig,Hardy301,conservative,composite,240,129,16.05,23.79,25.25,129.2,10.662,2,0.1,0.275,0.934606481,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13NOG04,13,NOG,dig,Hardy301,original,plastic,247,147,17.01,26.56,28.41,193.7,15.516,2,0.177,1.222,1.285401377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13NOG04,13,NOG,dig,Hardy301,extreme,plastic,247,147,17.01,26.56,28.41,193.7,15.516,2,0.177,1.222,1.285401377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13NOG04,13,NOG,dig,Hardy301,conservative,plastic,247,147,17.01,26.56,28.41,193.7,15.516,2,0.177,1.222,1.285401377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13NOG04,13,NOG,dig,Hardy301,original,composite,247,147,17.01,26.56,28.41,193.7,15.516,2,0.177,1.222,1.285401377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13NOG04,13,NOG,dig,Hardy301,extreme,composite,247,147,17.01,26.56,28.41,193.7,15.516,2,0.177,1.222,1.285401377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13NOG04,13,NOG,dig,Hardy301,conservative,composite,247,147,17.01,26.56,28.41,193.7,15.516,2,0.177,1.222,1.285401377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13NOGPRO,13,NOG,pro,Hardy301,original,plastic,,,,,,,,,,,,2,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
13NOGPRO,13,NOG,pro,Hardy301,original,composite,,,,,,,,,,,,7,0,3,4,0,0,7,0,6,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2
26ANI01,26,ANI,dig,Both,original,plastic,211,95,28.88,19.44,25.33,72.4,5.558,3,0.695,1.498,0.770710366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI01,26,ANI,dig,Both,extreme,plastic,211,95,28.88,19.44,25.33,72.4,5.558,3,0.695,1.498,0.770710366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI01,26,ANI,dig,Both,conservative,plastic,211,95,28.88,19.44,25.33,72.4,5.558,3,0.695,1.498,0.770710366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI01,26,ANI,dig,Both,original,composite,211,95,28.88,19.44,25.33,72.4,5.558,3,0.695,1.498,0.770710366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI01,26,ANI,dig,Both,extreme,composite,211,95,28.88,19.44,25.33,72.4,5.558,3,0.695,1.498,0.770710366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI01,26,ANI,dig,Both,conservative,composite,211,95,28.88,19.44,25.33,72.4,5.558,3,0.695,1.498,0.770710366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI02,26,ANI,dig,Both,original,plastic,207,94,27.3,20.03,25.39,74.2,4.197,3,0.833,1.211,0.83655186,1,1,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26ANI02,26,ANI,dig,Both,extreme,plastic,207,94,27.3,20.03,25.39,74.2,4.197,3,0.833,1.211,0.83655186,1,1,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26ANI02,26,ANI,dig,Both,conservative,plastic,207,94,27.3,20.03,25.39,74.2,4.197,3,0.833,1.211,0.83655186,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26ANI02,26,ANI,dig,Both,original,composite,207,94,27.3,20.03,25.39,74.2,4.197,3,0.833,1.211,0.83655186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI02,26,ANI,dig,Both,extreme,composite,207,94,27.3,20.03,25.39,74.2,4.197,3,0.833,1.211,0.83655186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI02,26,ANI,dig,Both,conservative,composite,207,94,27.3,20.03,25.39,74.2,4.197,3,0.833,1.211,0.83655186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI03,26,ANI,dig,Both,original,plastic,240,115,33.05,24.57,28.63,114.4,11.942,4,1.113,2.171,0.827546296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI03,26,ANI,dig,Both,extreme,plastic,240,115,33.05,24.57,28.63,114.4,11.942,4,1.113,2.171,0.827546296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI03,26,ANI,dig,Both,conservative,plastic,240,115,33.05,24.57,28.63,114.4,11.942,4,1.113,2.171,0.827546296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI03,26,ANI,dig,Both,original,composite,240,115,33.05,24.57,28.63,114.4,11.942,4,1.113,2.171,0.827546296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI03,26,ANI,dig,Both,extreme,composite,240,115,33.05,24.57,28.63,114.4,11.942,4,1.113,2.171,0.827546296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI03,26,ANI,dig,Both,conservative,composite,240,115,33.05,24.57,28.63,114.4,11.942,4,1.113,2.171,0.827546296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI04,26,ANI,dig,Both,original,plastic,241,118,28.93,37.32,47.61,119.6,10.397,4,1.006,2.678,0.854437011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI04,26,ANI,dig,Both,extreme,plastic,241,118,28.93,37.32,47.61,119.6,10.397,4,1.006,2.678,0.854437011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI04,26,ANI,dig,Both,conservative,plastic,241,118,28.93,37.32,47.61,119.6,10.397,4,1.006,2.678,0.854437011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI04,26,ANI,dig,Both,original,composite,241,118,28.93,37.32,47.61,119.6,10.397,4,1.006,2.678,0.854437011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI04,26,ANI,dig,Both,extreme,composite,241,118,28.93,37.32,47.61,119.6,10.397,4,1.006,2.678,0.854437011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI04,26,ANI,dig,Both,conservative,composite,241,118,28.93,37.32,47.61,119.6,10.397,4,1.006,2.678,0.854437011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI05,26,ANI,dig,Both,original,plastic,260,120,35.59,22.36,27.67,154.8,10.394,3,1.616,3.396,0.880746472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI05,26,ANI,dig,Both,extreme,plastic,260,120,35.59,22.36,27.67,154.8,10.394,3,1.616,3.396,0.880746472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI05,26,ANI,dig,Both,conservative,plastic,260,120,35.59,22.36,27.67,154.8,10.394,3,1.616,3.396,0.880746472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI05,26,ANI,dig,Both,original,composite,260,120,35.59,22.36,27.67,154.8,10.394,3,1.616,3.396,0.880746472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI05,26,ANI,dig,Both,extreme,composite,260,120,35.59,22.36,27.67,154.8,10.394,3,1.616,3.396,0.880746472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI05,26,ANI,dig,Both,conservative,composite,260,120,35.59,22.36,27.67,154.8,10.394,3,1.616,3.396,0.880746472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI06,26,ANI,dig,Both,original,plastic,260,125,35.98,22.8,32.41,151,12.536,3,1.918,3.35,0.859126081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI06,26,ANI,dig,Both,extreme,plastic,260,125,35.98,22.8,32.41,151,12.536,3,1.918,3.35,0.859126081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI06,26,ANI,dig,Both,conservative,plastic,260,125,35.98,22.8,32.41,151,12.536,3,1.918,3.35,0.859126081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI06,26,ANI,dig,Both,original,composite,260,125,35.98,22.8,32.41,151,12.536,3,1.918,3.35,0.859126081,2,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26ANI06,26,ANI,dig,Both,extreme,composite,260,125,35.98,22.8,32.41,151,12.536,3,1.918,3.35,0.859126081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI06,26,ANI,dig,Both,conservative,composite,260,125,35.98,22.8,32.41,151,12.536,3,1.918,3.35,0.859126081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI07,26,ANI,dig,Chem305,original,plastic,211,96,27.73,18,23.99,68.7,5.689,4,0.451,na,0.731323234,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26ANI07,26,ANI,dig,Chem305,extreme,plastic,211,96,27.73,18,23.99,68.7,5.689,4,0.451,na,0.731323234,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26ANI07,26,ANI,dig,Chem305,conservative,plastic,211,96,27.73,18,23.99,68.7,5.689,4,0.451,na,0.731323234,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26ANI07,26,ANI,dig,Chem305,original,composite,211,96,27.73,18,23.99,68.7,5.689,4,0.451,na,0.731323234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI07,26,ANI,dig,Chem305,extreme,composite,211,96,27.73,18,23.99,68.7,5.689,4,0.451,na,0.731323234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI07,26,ANI,dig,Chem305,conservative,composite,211,96,27.73,18,23.99,68.7,5.689,4,0.451,na,0.731323234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI08,26,ANI,dig,Chem305,original,plastic,229,112,31.53,19.84,29.64,108.2,8.842,3,1.626,2.954,0.900991749,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26ANI08,26,ANI,dig,Chem305,extreme,plastic,229,112,31.53,19.84,29.64,108.2,8.842,3,1.626,2.954,0.900991749,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26ANI08,26,ANI,dig,Chem305,conservative,plastic,229,112,31.53,19.84,29.64,108.2,8.842,3,1.626,2.954,0.900991749,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26ANI08,26,ANI,dig,Chem305,original,composite,229,112,31.53,19.84,29.64,108.2,8.842,3,1.626,2.954,0.900991749,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26ANI08,26,ANI,dig,Chem305,extreme,composite,229,112,31.53,19.84,29.64,108.2,8.842,3,1.626,2.954,0.900991749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI08,26,ANI,dig,Chem305,conservative,composite,229,112,31.53,19.84,29.64,108.2,8.842,3,1.626,2.954,0.900991749,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26ANI09,26,ANI,dig,Chem305,original,plastic,252,130,36.14,24.17,31.05,145.2,13.316,3,0.839,3.756,0.907329422,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
26ANI09,26,ANI,dig,Chem305,extreme,,252,130,36.14,24.17,31.05,145.2,13.316,3,0.839,3.756,0.907329422,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
26ANI09,26,ANI,dig,Chem305,conservative,,252,130,36.14,24.17,31.05,145.2,13.316,3,0.839,3.756,0.907329422,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
26ANI09,26,ANI,dig,Chem305,original,composite,252,130,36.14,24.17,31.05,145.2,13.316,3,0.839,3.756,0.907329422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI09,26,ANI,dig,Chem305,extreme,,252,130,36.14,24.17,31.05,145.2,13.316,3,0.839,3.756,0.907329422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI09,26,ANI,dig,Chem305,conservative,,252,130,36.14,24.17,31.05,145.2,13.316,3,0.839,3.756,0.907329422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI10,26,ANI,dig,Chem305,original,plastic,247,131,33.43,30.53,30.2,156.6,16.722,4,1.511,3.341,1.039204211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI10,26,ANI,dig,Chem305,extreme,plastic,247,131,33.43,30.53,30.2,156.6,16.722,4,1.511,3.341,1.039204211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI10,26,ANI,dig,Chem305,conservative,plastic,247,131,33.43,30.53,30.2,156.6,16.722,4,1.511,3.341,1.039204211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI10,26,ANI,dig,Chem305,original,composite,247,131,33.43,30.53,30.2,156.6,16.722,4,1.511,3.341,1.039204211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI10,26,ANI,dig,Chem305,extreme,composite,247,131,33.43,30.53,30.2,156.6,16.722,4,1.511,3.341,1.039204211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANI10,26,ANI,dig,Chem305,conservative,composite,247,131,33.43,30.53,30.2,156.6,16.722,4,1.511,3.341,1.039204211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANIPRO,26,ANI,pro,Chem305,original,plastic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26ANIPRO,26,ANI,pro,Chem305,original,composite,,,,,,,,,,,,5,1,0,3,1,0,5,0,2,3,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0
26NOG01,26,NOG,dig,Chem305,original,plastic,209,120,16.62,10.75,19.05,91.2,8.407,1.5,0.129,1.393,0.998978129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26NOG01,26,NOG,dig,Chem305,extreme,plastic,209,120,16.62,10.75,19.05,91.2,8.407,1.5,0.129,1.393,0.998978129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26NOG01,26,NOG,dig,Chem305,conservative,plastic,209,120,16.62,10.75,19.05,91.2,8.407,1.5,0.129,1.393,0.998978129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26NOG01,26,NOG,dig,Chem305,original,composite,209,120,16.62,10.75,19.05,91.2,8.407,1.5,0.129,1.393,0.998978129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26NOG01,26,NOG,dig,Chem305,extreme,composite,209,120,16.62,10.75,19.05,91.2,8.407,1.5,0.129,1.393,0.998978129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26NOG01,26,NOG,dig,Chem305,conservative,composite,209,120,16.62,10.75,19.05,91.2,8.407,1.5,0.129,1.393,0.998978129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26NOG02,26,NOG,dig,Chem305,original,plastic,223,125,18.49,15.39,26.15,131.2,10.481,2,0.162,0.911,1.183093984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26NOG02,26,NOG,dig,Chem305,extreme,plastic,223,125,18.49,15.39,26.15,131.2,10.481,2,0.162,0.911,1.183093984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26NOG02,26,NOG,dig,Chem305,conservative,plastic,223,125,18.49,15.39,26.15,131.2,10.481,2,0.162,0.911,1.183093984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26NOG02,26,NOG,dig,Chem305,original,composite,223,125,18.49,15.39,26.15,131.2,10.481,2,0.162,0.911,1.183093984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26NOG02,26,NOG,dig,Chem305,extreme,composite,223,125,18.49,15.39,26.15,131.2,10.481,2,0.162,0.911,1.183093984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26NOG02,26,NOG,dig,Chem305,conservative,composite,223,125,18.49,15.39,26.15,131.2,10.481,2,0.162,0.911,1.183093984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26NOG03,26,NOG,dig,Chem305,original,plastic,217,134,16.37,16.1,22.44,132,10.783,2,0.207,1.077,1.291798362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26NOG03,26,NOG,dig,Chem305,extreme,plastic,217,134,16.37,16.1,22.44,132,10.783,2,0.207,1.077,1.291798362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26NOG03,26,NOG,dig,Chem305,conservative,plastic,217,134,16.37,16.1,22.44,132,10.783,2,0.207,1.077,1.291798362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
